Temp1,Hum1,Temp2,Temp1,Hum1,Temp2,Hum2,Difference
24.25,76.09,61.32,24.25,76.09,61.32,14.61,61.48
24.24,76.07,61.3,24.24,76.07,61.3,14.63,61.44
24.23,75.55,61.29,24.23,75.55,61.29,14.62,60.93
24.23,74.91,61.29,24.23,74.91,61.29,14.6,60.31
24.23,74.44,61.29,24.23,74.44,61.29,14.61,59.83
24.23,74.64,61.3,24.23,74.64,61.3,14.6,60.04
24.23,75.05,61.32,24.23,75.05,61.32,14.59,60.46
24.23,75.38,61.35,24.23,75.38,61.35,14.58,60.8
24.23,75.64,61.38,24.23,75.64,61.38,14.56,61.08
24.24,75.94,61.42,24.24,75.94,61.42,14.56,61.38
24.24,76.13,61.45,24.24,76.13,61.45,14.53,61.6
24.24,75.94,61.47,24.24,75.94,61.47,14.52,61.42
24.24,75.38,61.45,24.24,75.38,61.45,14.52,60.86
24.24,74.8,61.39,24.24,74.8,61.39,14.57,60.23
24.23,74.26,61.34,24.23,74.26,61.34,14.63,59.63
24.23,73.84,61.3,24.23,73.84,61.3,14.66,59.18
24.23,73.63,61.27,24.23,73.63,61.27,14.69,58.94
24.23,73.72,61.25,24.23,73.72,61.25,14.67,59.05
24.23,74.05,61.24,24.23,74.05,61.24,14.66,59.39
24.23,74.35,61.24,24.23,74.35,61.24,14.65,59.7
24.23,74.54,61.25,24.23,74.54,61.25,14.61,59.93
24.23,74.43,61.27,24.23,74.43,61.27,14.61,59.82
24.23,74.11,61.29,24.23,74.11,61.29,14.57,59.54
24.23,73.61,61.31,24.23,73.61,61.31,14.58,59.03
24.23,72.96,61.35,24.23,72.96,61.35,14.55,58.41
24.23,72.91,61.38,24.23,72.91,61.38,14.53,58.38
24.23,73.28,61.42,24.23,73.28,61.42,14.52,58.76
24.23,73.19,61.44,24.23,73.19,61.44,14.49,58.7
24.23,72.84,61.43,24.23,72.84,61.43,14.49,58.35
24.23,72.83,61.38,24.23,72.83,61.38,14.55,58.28
24.23,73.01,61.32,24.23,73.01,61.32,14.6,58.41
24.23,73.15,61.27,24.23,73.15,61.27,14.65,58.5
24.23,73.39,61.24,24.23,73.39,61.24,14.68,58.71
24.24,73.64,61.22,24.24,73.64,61.22,14.67,58.97
24.24,73.87,61.2,24.24,73.87,61.2,14.67,59.2
24.24,74.11,61.2,24.24,74.11,61.2,14.67,59.44
24.24,74.12,61.2,24.24,74.12,61.2,14.65,59.47
24.24,74.33,61.21,24.24,74.33,61.21,14.64,59.69
24.25,74.71,61.23,24.25,74.71,61.23,14.63,60.08
24.25,75,61.26,24.25,75,61.26,14.62,60.38
24.25,75.23,61.29,24.25,75.23,61.29,14.6,60.63
24.25,75.39,61.32,24.25,75.39,61.32,14.57,60.82
24.25,75.5,61.35,24.25,75.5,61.35,14.56,60.94
24.25,75.43,61.39,24.25,75.43,61.39,14.54,60.89
24.25,75.43,61.41,24.25,75.43,61.41,14.52,60.91
24.25,75.51,61.4,24.25,75.51,61.4,14.49,61.02
24.25,75.58,61.34,24.25,75.58,61.34,14.55,61.03
24.25,75.25,61.29,24.25,75.25,61.29,14.58,60.67
24.25,75.19,61.25,24.25,75.19,61.25,14.63,60.56
24.25,75.31,61.22,24.25,75.31,61.22,14.64,60.67
24.24,75.34,61.2,24.24,75.34,61.2,14.64,60.7
24.24,75.1,61.19,24.24,75.1,61.19,14.63,60.47
24.24,74.58,61.2,24.24,74.58,61.2,14.61,59.97
24.24,74.19,61.2,24.24,74.19,61.2,14.58,59.61
24.24,73.92,61.22,24.24,73.92,61.22,14.57,59.35
24.24,73.77,61.25,24.24,73.77,61.25,14.57,59.2
24.24,73.69,61.28,24.24,73.69,61.28,14.57,59.12
24.25,73.67,61.31,24.25,73.67,61.31,14.55,59.12
24.26,73.73,61.35,24.26,73.73,61.35,14.53,59.2
24.26,73.87,61.39,24.26,73.87,61.39,14.53,59.34
24.27,74.2,61.43,24.27,74.2,61.43,14.52,59.68
24.27,74.54,61.47,24.27,74.54,61.47,14.48,60.06
24.28,74.87,61.47,24.28,74.87,61.47,14.48,60.39
24.28,75.09,61.44,24.28,75.09,61.44,14.5,60.59
24.27,75.04,61.39,24.27,75.04,61.39,14.55,60.49
24.27,74.41,61.34,24.27,74.41,61.34,14.59,59.82
24.26,73.91,61.31,24.26,73.91,61.31,14.58,59.33
24.26,73.82,61.29,24.26,73.82,61.29,14.58,59.24
24.25,73.71,61.28,24.25,73.71,61.28,14.58,59.13
24.25,73.72,61.28,24.25,73.72,61.28,14.57,59.15
24.25,73.68,61.28,24.25,73.68,61.28,14.55,59.13
24.25,73.6,61.29,24.25,73.6,61.29,14.52,59.08
24.25,73.79,61.31,24.25,73.79,61.31,14.51,59.28
24.25,73.99,61.34,24.25,73.99,61.34,14.48,59.51
24.25,74.03,61.37,24.25,74.03,61.37,14.5,59.53
24.25,74.21,61.41,24.25,74.21,61.41,14.47,59.74
24.25,74.38,61.44,24.25,74.38,61.44,14.46,59.92
24.25,74.68,61.48,24.25,74.68,61.48,14.48,60.2
24.25,74.94,61.52,24.25,74.94,61.52,14.46,60.48
24.26,75.11,61.54,24.26,75.11,61.54,14.46,60.65
24.26,75.25,61.52,24.26,75.25,61.52,14.45,60.8
24.26,75.37,61.47,24.26,75.37,61.47,14.5,60.87
24.27,75.57,61.42,24.27,75.57,61.42,14.55,61.02
24.27,75.67,61.38,24.27,75.67,61.38,14.57,61.1
24.28,75.78,61.35,24.28,75.78,61.35,14.56,61.22
24.28,75.76,61.33,24.28,75.76,61.33,14.57,61.19
24.27,75.25,61.32,24.27,75.25,61.32,14.55,60.7
24.27,74.61,61.33,24.27,74.61,61.33,14.54,60.07
24.27,73.99,61.34,24.27,73.99,61.34,14.51,59.48
24.27,73.57,61.36,24.27,73.57,61.36,14.48,59.09
24.27,73.53,61.39,24.27,73.53,61.39,14.47,59.06
24.27,73.81,61.42,24.27,73.81,61.42,14.45,59.36
24.26,74.05,61.45,24.26,74.05,61.45,14.43,59.62
24.26,73.86,61.5,24.26,73.86,61.5,14.41,59.45
24.26,73.87,61.54,24.26,73.87,61.54,14.39,59.48
24.26,74.21,61.58,24.26,74.21,61.58,14.37,59.84
24.26,74.54,61.59,24.26,74.54,61.59,14.38,60.16
24.27,74.81,61.56,24.27,74.81,61.56,14.4,60.41
24.27,74.97,61.51,24.27,74.97,61.51,14.45,60.52
24.28,75.22,61.46,24.28,75.22,61.46,14.52,60.7
24.28,75.4,61.42,24.28,75.4,61.42,14.54,60.86
24.28,75.4,61.4,24.28,75.4,61.4,14.54,60.86
24.28,75.46,61.39,24.28,75.46,61.39,14.56,60.9
24.28,75.53,61.38,24.28,75.53,61.38,14.57,60.96
24.28,75.6,61.39,24.28,75.6,61.39,14.56,61.04
24.28,75.64,61.4,24.28,75.64,61.4,14.55,61.09
24.28,75.66,61.42,24.28,75.66,61.42,14.52,61.14
24.28,75.73,61.44,24.28,75.73,61.44,14.52,61.21
24.28,75.66,61.47,24.28,75.66,61.47,14.49,61.17
24.28,75.18,61.5,24.28,75.18,61.5,14.46,60.72
24.28,74.92,61.53,24.28,74.92,61.53,14.42,60.5
24.28,74.74,61.55,24.28,74.74,61.55,14.39,60.35
24.29,74.62,61.53,24.29,74.62,61.53,14.38,60.24
24.29,74.46,61.47,24.29,74.46,61.47,14.42,60.04
24.3,74.47,61.42,24.3,74.47,61.42,14.47,60
24.3,74.61,61.37,24.3,74.61,61.37,14.51,60.1
24.31,74.76,61.34,24.31,74.76,61.34,14.53,60.23
24.31,74.85,61.32,24.31,74.85,61.32,14.53,60.32
24.31,74.96,61.31,24.31,74.96,61.31,14.54,60.42
24.31,74.98,61.31,24.31,74.98,61.31,14.52,60.46
24.31,74.78,61.32,24.31,74.78,61.32,14.51,60.27
24.31,74.54,61.33,24.31,74.54,61.33,14.5,60.04
24.31,74.34,61.35,24.31,74.34,61.35,14.48,59.86
24.3,74.14,61.37,24.3,74.14,61.37,14.47,59.67
24.3,74.12,61.41,24.3,74.12,61.41,14.46,59.66
24.3,73.97,61.44,24.3,73.97,61.44,14.44,59.53
24.3,73.97,61.48,24.3,73.97,61.48,14.42,59.55
24.29,74.12,61.48,24.29,74.12,61.48,14.42,59.7
24.29,74,61.45,24.29,74,61.45,14.45,59.55
24.29,73.84,61.39,24.29,73.84,61.39,14.5,59.34
24.28,73.66,61.34,24.28,73.66,61.34,14.55,59.11
24.28,73.58,61.3,24.28,73.58,61.3,14.59,58.99
24.28,73.73,61.28,24.28,73.73,61.28,14.59,59.14
24.27,73.48,61.27,24.27,73.48,61.27,14.59,58.89
24.27,73.36,61.27,24.27,73.36,61.27,14.58,58.78
24.27,73.5,61.27,24.27,73.5,61.27,14.56,58.94
24.26,73.31,61.28,24.26,73.31,61.28,14.53,58.78
24.25,72.86,61.3,24.25,72.86,61.3,14.51,58.35
24.24,72.38,61.33,24.24,72.38,61.33,14.48,57.9
24.24,72.05,61.35,24.24,72.05,61.35,14.43,57.62
24.24,72.05,61.38,24.24,72.05,61.38,14.4,57.65
24.24,72.28,61.43,24.24,72.28,61.43,14.38,57.9
24.24,72.58,61.47,24.24,72.58,61.47,14.36,58.22
24.24,72.97,61.48,24.24,72.97,61.48,14.34,58.63
24.25,73.44,61.46,24.25,73.44,61.46,14.35,59.09
24.25,73.85,61.4,24.25,73.85,61.4,14.39,59.46
24.26,74.18,61.36,24.26,74.18,61.36,14.46,59.72
24.26,74.46,61.33,24.26,74.46,61.33,14.47,59.99
24.26,74.5,61.3,24.26,74.5,61.3,14.48,60.02
24.27,74.19,61.3,24.27,74.19,61.3,14.49,59.7
24.27,73.89,61.3,24.27,73.89,61.3,14.48,59.41
24.27,73.54,61.31,24.27,73.54,61.31,14.47,59.07
24.27,73.22,61.33,24.27,73.22,61.33,14.47,58.75
24.27,73.01,61.35,24.27,73.01,61.35,14.46,58.55
24.27,73.01,61.38,24.27,73.01,61.38,14.46,58.55
24.28,73.08,61.41,24.28,73.08,61.41,14.44,58.64
24.28,73.41,61.44,24.28,73.41,61.44,14.43,58.98
24.28,73.82,61.47,24.28,73.82,61.47,14.43,59.39
24.29,74.08,61.51,24.29,74.08,61.51,14.41,59.67
24.29,74.13,61.53,24.29,74.13,61.53,14.38,59.75
24.29,74.17,61.51,24.29,74.17,61.51,14.42,59.75
24.29,74.45,61.46,24.29,74.45,61.46,14.45,60
24.3,74.65,61.4,24.3,74.65,61.4,14.53,60.12
24.29,74.75,61.35,24.29,74.75,61.35,14.57,60.18
24.29,74.15,61.32,24.29,74.15,61.32,14.57,59.58
24.28,73.11,61.29,24.28,73.11,61.29,14.57,58.54
24.28,72.32,61.28,24.28,72.32,61.28,14.57,57.75
24.28,72.14,61.27,24.28,72.14,61.27,14.55,57.59
24.28,72.56,61.28,24.28,72.56,61.28,14.53,58.03
24.28,73.11,61.29,24.28,73.11,61.29,14.5,58.61
24.28,73.45,61.31,24.28,73.45,61.31,14.46,58.99
24.29,73.84,61.33,24.29,73.84,61.33,14.42,59.42
24.29,74.22,61.36,24.29,74.22,61.36,14.38,59.84
24.28,74.06,61.39,24.28,74.06,61.39,14.37,59.69
24.28,73.47,61.41,24.28,73.47,61.41,14.35,59.12
24.28,73.04,61.39,24.28,73.04,61.39,14.37,58.67
24.28,72.61,61.34,24.28,72.61,61.34,14.4,58.21
24.28,72.14,61.29,24.28,72.14,61.29,14.47,57.67
24.28,71.91,61.25,24.28,71.91,61.25,14.5,57.41
24.28,71.59,61.22,24.28,71.59,61.22,14.52,57.07
24.28,71.5,61.21,24.28,71.5,61.21,14.53,56.97
24.29,71.88,61.21,24.29,71.88,61.21,14.54,57.34
24.29,72.53,61.21,24.29,72.53,61.21,14.54,57.99
24.3,73.22,61.23,24.3,73.22,61.23,14.53,58.69
24.29,73.42,61.24,24.29,73.42,61.24,14.53,58.89
24.29,72.69,61.27,24.29,72.69,61.27,14.52,58.17
24.28,72.45,61.3,24.28,72.45,61.3,14.49,57.96
24.28,72.3,61.33,24.28,72.3,61.33,14.48,57.82
24.28,72.34,61.36,24.28,72.34,61.36,14.49,57.85
24.28,72.43,61.39,24.28,72.43,61.39,14.46,57.97
24.28,72.48,61.4,24.28,72.48,61.4,14.45,58.03
24.27,72.19,61.37,24.27,72.19,61.37,14.47,57.72
24.27,72.14,61.31,24.27,72.14,61.31,14.52,57.62
24.28,72.71,61.26,24.28,72.71,61.26,14.58,58.13
24.28,73.31,61.22,24.28,73.31,61.22,14.59,58.72
24.28,73.69,61.19,24.28,73.69,61.19,14.6,59.09
24.28,73.97,61.17,24.28,73.97,61.17,14.59,59.38
24.28,74.11,61.17,24.28,74.11,61.17,14.56,59.55
24.28,74.11,61.17,24.28,74.11,61.17,14.56,59.55
24.29,73.99,61.19,24.29,73.99,61.19,14.54,59.45
24.29,74.03,61.21,24.29,74.03,61.21,14.52,59.51
24.29,74.19,61.24,24.29,74.19,61.24,14.49,59.7
24.3,74.25,61.27,24.3,74.25,61.27,14.46,59.79
24.3,74.34,61.3,24.3,74.34,61.3,14.44,59.9
24.3,74.5,61.3,24.3,74.5,61.3,14.43,60.07
24.31,74.58,61.26,24.31,74.58,61.26,14.43,60.15
24.31,74.58,61.21,24.31,74.58,61.21,14.48,60.1
24.31,74.6,61.16,24.31,74.6,61.16,14.51,60.09
24.32,74.39,61.13,24.32,74.39,61.13,14.54,59.85
24.32,73.97,61.11,24.32,73.97,61.11,14.55,59.42
24.3,73.18,61.1,24.3,73.18,61.1,14.55,58.63
24.29,71.24,61.07,24.29,71.24,61.07,14.54,56.7
24.3,69.76,61,24.3,69.76,61,14.35,55.41
24.32,68.82,60.9,24.32,68.82,60.9,14,54.82
24.33,68.19,60.78,24.33,68.19,60.78,13.78,54.41
24.33,68.13,60.68,24.33,68.13,60.68,13.64,54.49
24.34,68.6,60.59,24.34,68.6,60.59,13.62,54.98
24.35,69.16,60.53,24.35,69.16,60.53,13.67,55.49
24.36,69.86,60.49,24.36,69.86,60.49,13.73,56.13
24.36,70.69,60.45,24.36,70.69,60.45,13.82,56.87
24.37,71.41,60.43,24.37,71.41,60.43,13.9,57.51
24.38,71.7,60.39,24.38,71.7,60.39,13.98,57.72
24.38,71.77,60.32,24.38,71.77,60.32,14.1,57.67
24.38,71.54,60.22,24.38,71.54,60.22,14.22,57.32
24.39,71.48,60.14,24.39,71.48,60.14,14.34,57.14
24.39,71.68,60.06,24.39,71.68,60.06,14.45,57.23
24.4,72.23,60.01,24.4,72.23,60.01,14.53,57.7
24.41,72.75,59.98,24.41,72.75,59.98,14.59,58.16
24.41,73.17,59.96,24.41,73.17,59.96,14.63,58.54
24.42,73.4,59.96,24.42,73.4,59.96,14.64,58.76
24.42,73.46,59.96,24.42,73.46,59.96,14.64,58.82
24.42,73.49,59.93,24.42,73.49,59.93,14.65,58.84
24.42,73.45,59.87,24.42,73.45,59.87,14.71,58.74
24.42,72.79,59.79,24.42,72.79,59.79,14.79,58
24.42,72.41,59.72,24.42,72.41,59.72,14.88,57.53
24.43,72.44,59.67,24.43,72.44,59.67,14.91,57.53
24.43,72.59,59.64,24.43,72.59,59.64,14.95,57.64
24.43,72.52,59.63,24.43,72.52,59.63,14.96,57.56
24.43,72.47,59.63,24.43,72.47,59.63,14.95,57.52
24.42,72.62,59.64,24.42,72.62,59.64,14.96,57.66
24.42,72.81,59.64,24.42,72.81,59.64,14.94,57.87
24.42,73,59.6,24.42,73,59.6,14.97,58.03
24.41,73.23,59.53,24.41,73.23,59.53,15.02,58.21
24.41,73.29,59.47,24.41,73.29,59.47,15.09,58.2
24.41,73.56,59.43,24.41,73.56,59.43,15.13,58.43
24.41,73.82,59.39,24.41,73.82,59.39,15.14,58.68
24.41,73.97,59.38,24.41,73.97,59.38,15.16,58.81
24.41,73.88,59.38,24.41,73.88,59.38,15.15,58.73
24.41,73.77,59.39,24.41,73.77,59.39,15.15,58.62
24.41,73.51,59.41,24.41,73.51,59.41,15.13,58.38
24.41,73.33,59.43,24.41,73.33,59.43,15.11,58.22
24.41,73.31,59.43,24.41,73.31,59.43,15.11,58.2
24.41,73.24,59.4,24.41,73.24,59.4,15.13,58.11
24.4,72.96,59.34,24.4,72.96,59.34,15.2,57.76
24.4,72.52,59.29,24.4,72.52,59.29,15.26,57.26
24.39,72.42,59.26,24.39,72.42,59.26,15.29,57.13
24.39,72.2,59.24,24.39,72.2,59.24,15.3,56.9
24.38,71.86,59.24,24.38,71.86,59.24,15.3,56.56
24.38,71.78,59.25,24.38,71.78,59.25,15.29,56.49
24.38,71.93,59.27,24.38,71.93,59.27,15.29,56.64
24.37,72.01,59.29,24.37,72.01,59.29,15.26,56.75
24.37,71.8,59.3,24.37,71.8,59.3,15.24,56.56
24.37,71.86,59.27,24.37,71.86,59.27,15.25,56.61
24.38,72.24,59.2,24.38,72.24,59.2,15.32,56.92
24.38,72.65,59.16,24.38,72.65,59.16,15.37,57.28
24.38,72.83,59.13,24.38,72.83,59.13,15.39,57.44
24.38,72.97,59.11,24.38,72.97,59.11,15.38,57.59
24.38,72.64,59.11,24.38,72.64,59.11,15.37,57.27
24.38,72.53,59.13,24.38,72.53,59.13,15.36,57.17
24.37,72.42,59.15,24.37,72.42,59.15,15.35,57.07
24.37,72.21,59.18,24.37,72.21,59.18,15.33,56.88
24.38,72.26,59.19,24.38,72.26,59.19,15.32,56.94
24.37,72.68,59.16,24.37,72.68,59.16,15.32,57.36
24.37,72.81,59.1,24.37,72.81,59.1,15.39,57.42
24.37,72.4,59.05,24.37,72.4,59.05,15.42,56.98
24.37,72.18,59.01,24.37,72.18,59.01,15.44,56.74
24.37,72.53,59,24.37,72.53,59,15.46,57.07
24.37,72.97,59,24.37,72.97,59,15.44,57.53
24.36,73.24,59.01,24.36,73.24,59.01,15.42,57.82
24.36,73.29,59.03,24.36,73.29,59.03,15.39,57.9
24.36,73.21,59.06,24.36,73.21,59.06,15.37,57.84
24.36,72.88,59.07,24.36,72.88,59.07,15.37,57.51
24.35,72.26,59.05,24.35,72.26,59.05,15.39,56.87
24.34,71.54,58.99,24.34,71.54,58.99,15.42,56.12
24.34,71.4,58.95,24.34,71.4,58.95,15.5,55.9
24.33,71.78,58.92,24.33,71.78,58.92,15.53,56.25
24.33,72.33,58.9,24.33,72.33,58.9,15.51,56.82
24.34,72.83,58.9,24.34,72.83,58.9,15.49,57.34
24.34,73.18,58.91,24.34,73.18,58.91,15.45,57.73
24.34,73.49,58.94,24.34,73.49,58.94,15.42,58.07
24.34,73.81,58.98,24.34,73.81,58.98,15.39,58.42
24.34,73.95,59.01,24.34,73.95,59.01,15.37,58.58
24.34,74.05,59.02,24.34,74.05,59.02,15.36,58.69
24.34,74.15,58.99,24.34,74.15,58.99,15.38,58.77
24.34,74.26,58.94,24.34,74.26,58.94,15.46,58.8
24.34,74.27,58.9,24.34,74.27,58.9,15.49,58.78
24.34,74.08,58.88,24.34,74.08,58.88,15.53,58.55
24.34,73.84,58.87,24.34,73.84,58.87,15.52,58.32
24.34,73.64,58.88,24.34,73.64,58.88,15.52,58.12
24.34,73.42,58.9,24.34,73.42,58.9,15.51,57.91
24.34,73.54,58.92,24.34,73.54,58.92,15.49,58.05
24.35,73.84,58.96,24.35,73.84,58.96,15.45,58.39
24.35,74.19,59,24.35,74.19,59,15.41,58.78
24.36,74.49,59.01,24.36,74.49,59.01,15.4,59.09
24.37,74.71,58.99,24.37,74.71,58.99,15.43,59.28
24.37,74.75,58.94,24.37,74.75,58.94,15.49,59.26
24.37,74.36,58.91,24.37,74.36,58.91,15.51,58.85
24.37,73.74,58.89,24.37,73.74,58.89,15.54,58.2
24.37,73.23,58.89,24.37,73.23,58.89,15.52,57.71
24.37,72.86,58.89,24.37,72.86,58.89,15.5,57.36
24.37,72.66,58.91,24.37,72.66,58.91,15.47,57.19
24.38,72.86,58.95,24.38,72.86,58.95,15.45,57.41
24.37,73.04,58.99,24.37,73.04,58.99,15.39,57.65
24.37,72.94,59,24.37,72.94,59,15.36,57.58
24.37,72.89,58.98,24.37,72.89,58.98,15.37,57.52
24.37,72.87,58.94,24.37,72.87,58.94,15.41,57.46
24.37,73.09,58.89,24.37,73.09,58.89,15.44,57.65
24.37,73.35,58.87,24.37,73.35,58.87,15.48,57.87
24.37,73.62,58.86,24.37,73.62,58.86,15.49,58.13
24.37,73.72,58.87,24.37,73.72,58.87,15.48,58.24
24.37,73.76,58.88,24.37,73.76,58.88,15.49,58.27
24.38,73.92,58.9,24.38,73.92,58.9,15.47,58.45
24.38,74.09,58.93,24.38,74.09,58.93,15.46,58.63
24.38,74.2,58.97,24.38,74.2,58.97,15.45,58.75
24.38,74.33,58.99,24.38,74.33,58.99,15.41,58.92
24.38,74.49,58.98,24.38,74.49,58.98,15.41,59.08
24.38,74.68,58.94,24.38,74.68,58.94,15.46,59.22
24.39,74.8,58.9,24.39,74.8,58.9,15.53,59.27
24.39,74.84,58.87,24.39,74.84,58.87,15.56,59.28
24.4,74.86,58.86,24.4,74.86,58.86,15.57,59.29
24.41,74.89,58.86,24.41,74.89,58.86,15.56,59.33
24.41,74.81,58.87,24.41,74.81,58.87,15.52,59.29
24.41,74.8,58.9,24.41,74.8,58.9,15.48,59.32
24.41,74.84,58.94,24.41,74.84,58.94,15.44,59.4
24.41,74.91,58.98,24.41,74.91,58.98,15.4,59.51
24.41,74.84,58.99,24.41,74.84,58.99,15.38,59.46
24.4,74.5,58.97,24.4,74.5,58.97,15.4,59.1
24.4,73.68,58.92,24.4,73.68,58.92,15.45,58.23
24.39,72.99,58.88,24.39,72.99,58.88,15.52,57.47
24.39,72.57,58.86,24.39,72.57,58.86,15.56,57.01
24.39,72.76,58.85,24.39,72.76,58.85,15.57,57.19
24.38,73.07,58.85,24.38,73.07,58.85,15.57,57.5
24.38,73.31,58.87,24.38,73.31,58.87,15.56,57.75
24.37,73.2,58.89,24.37,73.2,58.89,15.54,57.66
24.37,73.18,58.93,24.37,73.18,58.93,15.49,57.69
24.37,73.15,58.97,24.37,73.15,58.97,15.47,57.68
24.37,73.11,59,24.37,73.11,59,15.44,57.67
24.37,73.32,58.98,24.37,73.32,58.98,15.42,57.9
24.38,73.69,58.93,24.38,73.69,58.93,15.45,58.24
24.38,74.06,58.89,24.38,74.06,58.89,15.5,58.56
24.39,74.28,58.86,24.39,74.28,58.86,15.55,58.73
24.39,74.3,58.85,24.39,74.3,58.85,15.54,58.76
24.38,73.94,58.84,24.38,73.94,58.84,15.52,58.42
24.38,73.48,58.85,24.38,73.48,58.85,15.51,57.97
24.38,73.36,58.88,24.38,73.36,58.88,15.48,57.88
24.37,73.39,58.91,24.37,73.39,58.91,15.45,57.94
24.37,73.47,58.95,24.37,73.47,58.95,15.4,58.07
24.37,73.65,58.97,24.37,73.65,58.97,15.38,58.27
24.37,73.89,58.95,24.37,73.89,58.95,15.37,58.52
24.37,74.03,58.9,24.37,74.03,58.9,15.41,58.62
24.37,73.98,58.86,24.37,73.98,58.86,15.46,58.52
24.36,73.95,58.84,24.36,73.95,58.84,15.51,58.44
24.36,73.91,58.83,24.36,73.91,58.83,15.5,58.41
24.37,73.77,58.83,24.37,73.77,58.83,15.49,58.28
24.37,73.72,58.85,24.37,73.72,58.85,15.49,58.23
24.37,73.76,58.87,24.37,73.76,58.87,15.49,58.27
24.37,73.96,58.91,24.37,73.96,58.91,15.48,58.48
24.37,74.19,58.95,24.37,74.19,58.95,15.45,58.74
24.37,74.31,58.97,24.37,74.31,58.97,15.43,58.88
24.38,74.28,58.96,24.38,74.28,58.96,15.45,58.83
24.38,74.31,58.92,24.38,74.31,58.92,15.49,58.82
24.38,74.39,58.88,24.38,74.39,58.88,15.55,58.84
24.38,74.43,58.85,24.38,74.43,58.85,15.57,58.86
24.38,74.49,58.83,24.38,74.49,58.83,15.59,58.9
24.39,74.54,58.83,24.39,74.54,58.83,15.58,58.96
24.39,74.62,58.85,24.39,74.62,58.85,15.56,59.06
24.39,74.74,58.88,24.39,74.74,58.88,15.53,59.21
24.39,74.88,58.91,24.39,74.88,58.91,15.48,59.4
24.39,74.9,58.95,24.39,74.9,58.95,15.45,59.45
24.39,74.88,58.95,24.39,74.88,58.95,15.41,59.47
24.39,74.59,58.92,24.39,74.59,58.92,15.44,59.15
24.38,74.14,58.87,24.38,74.14,58.87,15.48,58.66
24.38,74,58.84,24.38,74,58.84,15.52,58.48
24.38,74.07,58.82,24.38,74.07,58.82,15.52,58.55
24.38,74.22,58.82,24.38,74.22,58.82,15.5,58.72
24.39,74.27,58.84,24.39,74.27,58.84,15.49,58.78
24.39,74.28,58.86,24.39,74.28,58.86,15.47,58.81
24.38,73.91,58.89,24.38,73.91,58.89,15.46,58.45
24.38,73.6,58.93,24.38,73.6,58.93,15.44,58.16
24.38,73.17,58.93,24.38,73.17,58.93,15.43,57.74
24.38,72.82,58.9,24.38,72.82,58.9,15.45,57.37
24.38,72.73,58.86,24.38,72.73,58.86,15.52,57.21
24.38,72.53,58.82,24.38,72.53,58.82,15.55,56.98
24.37,72.57,58.8,24.37,72.57,58.8,15.57,57
24.37,72.89,58.81,24.37,72.89,58.81,15.56,57.33
24.37,72.96,58.82,24.37,72.96,58.82,15.54,57.42
24.37,72.7,58.84,24.37,72.7,58.84,15.51,57.19
24.36,72.87,58.87,24.36,72.87,58.87,15.48,57.39
24.36,72.68,58.91,24.36,72.68,58.91,15.46,57.22
24.36,72.64,58.91,24.36,72.64,58.91,15.43,57.21
24.36,72.49,58.88,24.36,72.49,58.88,15.46,57.03
24.35,72.49,58.83,24.35,72.49,58.83,15.51,56.98
24.35,72.51,58.79,24.35,72.51,58.79,15.57,56.94
24.35,72.76,58.78,24.35,72.76,58.78,15.59,57.17
24.35,73.06,58.77,24.35,73.06,58.77,15.57,57.49
24.35,73.37,58.78,24.35,73.37,58.78,15.58,57.79
24.35,73.62,58.81,24.35,73.62,58.81,15.55,58.07
24.35,73.85,58.84,24.35,73.85,58.84,15.53,58.32
24.35,73.98,58.89,24.35,73.98,58.89,15.49,58.49
24.36,74.06,58.92,24.36,74.06,58.92,15.47,58.59
24.36,74.16,58.9,24.36,74.16,58.9,15.47,58.69
24.36,74.28,58.86,24.36,74.28,58.86,15.53,58.75
24.36,74.33,58.82,24.36,74.33,58.82,15.56,58.77
24.37,74.41,58.8,24.37,74.41,58.8,15.57,58.84
24.37,74.54,58.79,24.37,74.54,58.79,15.58,58.96
24.37,74.64,58.79,24.37,74.64,58.79,15.57,59.07
24.38,74.71,58.81,24.38,74.71,58.81,15.53,59.18
24.38,74.59,58.84,24.38,74.59,58.84,15.52,59.07
24.38,74.33,58.88,24.38,74.33,58.88,15.47,58.86
24.38,74.05,58.91,24.38,74.05,58.91,15.42,58.63
24.38,73.73,58.9,24.38,73.73,58.9,15.43,58.3
24.38,73.24,58.85,24.38,73.24,58.85,15.49,57.75
24.38,73.01,58.81,24.38,73.01,58.81,15.54,57.47
24.38,73.1,58.79,24.38,73.1,58.79,15.57,57.53
24.38,73.21,58.79,24.38,73.21,58.79,15.57,57.64
24.38,73.45,58.8,24.38,73.45,58.8,15.55,57.9
24.38,73.74,58.82,24.38,73.74,58.82,15.52,58.22
24.38,73.99,58.86,24.38,73.99,58.86,15.51,58.48
24.38,74.26,58.89,24.38,74.26,58.89,15.46,58.8
24.39,74.47,58.92,24.39,74.47,58.92,15.42,59.05
24.39,74.63,58.91,24.39,74.63,58.91,15.42,59.21
24.4,74.79,58.86,24.4,74.79,58.86,15.45,59.34
24.4,74.68,58.82,24.4,74.68,58.82,15.48,59.2
24.4,74.6,58.79,24.4,74.6,58.79,15.49,59.11
24.4,74.54,58.78,24.4,74.54,58.78,15.5,59.04
24.4,74.52,58.78,24.4,74.52,58.78,15.48,59.04
24.4,74.51,58.79,24.4,74.51,58.79,15.48,59.03
